tris.date,mVTris,Ttris
6/19/2024,-80.3,20.4
6/19/2024,-81.5,21.8
6/19/2024,-79.8,22.8
6/19/2024,-78.7,23.8
6/19/2024,-77.1,24.8
6/19/2024,-76.1,25.8
6/19/2024,-73.3,26.8
6/19/2024,-72.9,27.8
6/19/2024,-72,28.8
6/19/2024,-70.8,29.8
