Tris.date ,mVTris ,Ttris 
20240807,-81.9,19.1
20240807,-82.5,19.5
20240807,-82.8,20.1
20240807,-82.5,20.5
20240807,-82.2,21
20240807,-82.5,21.5
20240807,-82.5,22
20240807,-83.3,22.5
20240807,-83,23
20240807,-82.7,23.5
20240807,-82.1,24
20240807,-81.4,24.5
20240807,-80.9,25
20240807,-79.6,25.6
20240807,-78.5,26.5
20240807,-78.4,27
20240807,-77.8,27.5
20240807,-77.1,28
20240807,-76.6,28.5
20240807,-75.8,29
