Tris.date,mVTris,Ttris
20240619,-80.3,20.4
20240619,-81.5,21.8
20240619,-79.8,22.8
20240619,-78.7,23.8
20240619,-77.1,24.8
20240619,-76.1,25.8
20240619,-73.3,26.8
20240619,-72.9,27.8
20240619,-72,28.8
20240619,-70.8,29.8
