Tris.date ,mVTris ,Ttris 
20240724,-85.9,17.5
20240724,-85.9,18
20240724,-86.5,18.5
20240724,-86.2,19
20240724,-86.3,19.5
20240724,-85.3,20.3
20240724,-85.5,20.5
20240724,-84.5,21.1
20240724,-83.5,21.5
20240724,-82.6,22
20240724,-81.8,22.5
20240724,-81.2,23
20240724,-80.8,23.5
20240724,-79.8,24
20240724,-79.2,24.5
20240724,-79.3,25
20240724,-78.9,25.5
20240724,-78.5,26
20240724,-78.6,26.5
20240724,-77.1,27
20240724,-76.8,27.5
20240724,-76.3,28
