"Date","DateSampled","Tank","TA","Mass","Salinity","PrimingTreatment"
"20241010","Junk","1",2501.38385825326,59.637,35,"Junk"
"20241010","20240717","2",2314.04989993122,60.29,38.66,"pH"
"20241010","20240710","4",2328.08456130622,59.59,38.51,"Control"
"20241010","20240726","5",2306.79881854871,60.108,38.9,"Control"
"20241010","20240802","3",2301.94701287669,60.552,38.82,"pH"
"20241010","20240722","3",2323.20780833691,60.635,38.4,"pH"
"20241010","20240809","6",2310.74508336474,60.575,39.01,"Heat"
"20241010","20240722","5",2301.29565896018,60.544,38.69,"Control"
"20241010","20240802","5",2290.23180655482,59.587,38.86,"Control"
