"Date","DateSampled","Tank","TA","Mass","Salinity","PrimingTreatment"
"20241010","20240717","6",2318.44224815624,60.223,36.68,"Heat"
"20241010","20240710","5",2396.15578572414,60.559,38.32,"Control"
"20241010","20240720","4",2315.96006104216,60.563,38.69,"Control"
"20241010","20240715","4",2268.79822083603,59.924,38.41,"Control"
"20241010","20240715","6",2290.89005465667,60.436,38.71,"Heat"
