Date_Processed,well,Fragment_ID
20240116,F6,MD-1-11
20240116,F5,MD-5-17
20240116,F9,MD-2-19
20240116,A3,MD-1-13
20240116,A4,MD-2-17
20240116,A1,MD-5-3
20240116,B1,DL-2-22
20240116,G1,DL-1-16
20240116,D1,DL-3-18
20240116,E12,DL-4-1
20240116,C2,MD-2-7
20240116,H1,DL-2-13
20240116,C7,DL-2-4
20240116,E4,MD-2-21
20240116,D3,DL-4-22
20240116,G3,DL-1-6
20240116,F2,DL-3-9
20240116,H7,DL-4-24
20240116,E1,MD-1-24
20240116,B6,MD-4-2
20240116,E5,DL-2-26
20240116,E8,MD-4-22
20240116,F1,DL-3-11
20240116,E3,MD-1-2
20240116,B11,MD-1-11
20240116,C9,MD-5-17
20240116,D5,MD-2-19
20240116,H10,MD-1-13
20240116,H9,MD-2-17
20240116,G12,MD-5-3
20240116,H11,DL-2-22
20240116,D9,DL-1-16
20240116,G9,DL-3-18
20240116,C4,DL-4-1
20240116,H12,MD-2-7
20240116,C11,DL-2-13
20240116,H3,DL-2-4
20240116,A5,MD-2-21
20240116,A9,DL-4-22
20240116,D11,DL-1-6
20240116,B8,DL-3-9
20240116,A10,DL-4-24
20240116,G8,MD-1-24
20240116,F10,MD-4-2
20240116,A2,DL-2-26
20240116,B2,MD-4-22
20240116,B12,DL-3-11
20240116,C12,MD-1-2
20240116,A7,BLK
20240116,B9,BLK
20240116,C1,BLK
20240116,D12,BLK
20240116,E6,BLK
20240116,F8,BLK
20240116,G10,BLK
20240116,H4,BLK
