Date_Processed,well,Fragment_ID
20240116,D8,DL-2-3
20240116,A2,MD-1-16
20240116,A9,MD-2-18
20240116,C1,DL-3-19
20240116,B2,DL-2-20
20240116,A4,DL-3-8
20240116,F4,DL-4-25
20240116,A1,DL-2-8
20240116,G3,MD-1-8
20240116,D12,MD-4-10
20240116,G6,MD-4-7
20240116,C8,MD-2-20
20240116,D3,DL-1-19
20240116,E8,MD-5-2
20240116,D10,MD-4-24
20240116,E1,DL-1-17
20240116,D5,MD-1-5
20240116,C5,DL-1-11
20240116,E5,DL-2-24
20240116,F7,DL-3-14
20240116,B6,DL-2-21
20240116,F1,DL-2-2
20240116,B1,MD-4-26
20240116,A3,DL-2-19
20240116,D2,MD-2-2
20240116,B3,DL-2-25
20240116,C7,DL-4-12
20240116,C4,MD-4-23
20240116,D6,DL-4-16
20240116,E3,MD-5-22
20240116,A10,MD-1-14
20240116,D9,DL-3-13
20240116,A5,MD-4-1
20240116,B8,DL-2-10
20240116,A8,DL-3-6
20240116,B5,DL-1-13
20240116,B4,MD-1-20
20240116,B12,DL-1-15
20240116,H10,DL-2-3
20240116,H9,MD-1-16
20240116,G2,MD-2-18
20240116,G12,DL-3-19
20240116,F10,DL-2-20
20240116,G9,DL-3-8
20240116,C12,DL-4-25
20240116,H12,DL-2-8
20240116,A11,MD-1-8
20240116,H4,MD-4-10
20240116,C10,MD-4-7
20240116,H2,MD-2-20
20240116,H7,DL-1-19
20240116,H1,MD-5-2
20240116,C3,MD-4-24
20240116,G11,DL-1-17
20240116,A12,MD-1-5
20240116,F12,DL-1-11
20240116,A7,DL-2-24
20240116,D1,DL-3-14
20240116,G7,DL-2-21
20240116,B9,DL-2-2
20240116,E12,MD-4-26
20240116,H11,DL-2-19
20240116,H8,MD-2-2
20240116,F11,DL-2-25
20240116,E10,DL-4-12
20240116,F9,MD-4-23
20240116,G1,DL-4-16
20240116,C11,MD-5-22
20240116,F2,MD-1-14
20240116,H6,DL-3-13
20240116,F6,MD-4-1
20240116,H5,DL-2-10
20240116,G4,DL-3-6
20240116,F3,DL-1-13
20240116,G8,MD-1-20
20240116,E4,DL-1-15
20240116,A6,BLK
20240116,B11,BLK
20240116,C2,BLK
20240116,D7,BLK
20240116,E6,BLK
20240116,F8,BLK
20240116,G10,BLK
20240116,H3,BLK
