Date_Processed,well,Fragment_ID
20240117,D10,MD-5-10
20240117,B5,MD-4-3
20240117,G8,MD-2-22
20240117,E3,DL-2
20240117,H1,MD-5-6
20240117,B2,MD-2-14
20240117,A1,MD-4-8
20240117,D8,DL-3-10
20240117,D4,DL-1-1
20240117,C3,MD-2-1
20240117,A7,MD-4-18
20240117,D6,MD-4-17
20240117,D10,DL-2-6
20240117,B4,DL-1-24
20240117,F1,MD-1-12
20240117,C6,DL-1-20
20240117,A6,MD-5-18
20240117,G1,MD-5-15
20240117,A8,DL-1-22
20240117,E2,MD-5-14
20240117,E5,DL-3-20
20240117,F4,DL-1-5
20240117,E9,MD-5-5
20240117,C5,DL-1-23
20240117,H4,MD-5-10
20240117,F9,MD-4-3
20240117,A3,MD-2-22
20240117,B12,DL-2
20240117,D11,MD-5-6
20240117,G12,MD-2-14
20240117,H11,MD-4-8
20240117,F12,DL-3-10
20240117,H12,DL-1-1
20240117,F10,MD-2-1
20240117,G2,MD-4-18
20240117,G11,MD-4-17
20240117,H6,DL-2-6
20240117,H10,DL-1-24
20240117,B9,MD-1-12
20240117,D12,DL-1-20
20240117,G3,MD-5-18
20240117,A10,MD-5-15
20240117,F6,DL-1-22
20240117,H9,MD-5-14
20240117,A12,DL-3-20
20240117,C11,DL-1-5
20240117,A4,MD-5-5
20240117,G5,DL-1-23
20240117,A2,BLK
20240117,B8,BLK
20240117,C12,BLK
20240117,D7,BLK
20240117,E8,BLK
20240117,F5,BLK
