"Date","DateSampled","Tank","TA","Mass","Salinity","PrimingTreatment"
"20241009","202420726","2",1676.80076257831,59.911,38.72,"pH"
"20241009","20240715","3",2318.18398221363,60.031,38.6,"pH"
"20241009","20240814","6",2103.57941446242,59.305,38.69,"Heat"
"20241009","20240802","7",3482.02817880851,38.75,38.75,"Heat"
