"Date","DateSampled","Tank","TA","Mass","Salinity","PrimingTreatment"
"20241009","Junk","1",2271.41337445887,59.923,35,"Junk"
"20241009","20240710","2",2317.57657707946,59.408,38.55,"pH"
"20241009","20240715","5",2238.12852321117,59.214,38.76,"Control"
"20241009","20240720","3",2316.97003267715,59.867,38.47,"pH"
"20241009","20240722","4",2290.72505511009,60.799,38.97,"Control"
"20241009","20240726","6",2327.3735400314,60.574,38.9,"Heat"
"20241009","20240809","3",2306.3816598105,60.018,38.95,"pH"
"20241009","20240814","5",2255.72636583964,59.653,39.36,"Control"
"20241009","20240726","3",2292.24776291774,59.881,39.76,"pH"
