"","fragment_ID","micromol.cm2.h","Treatment","Genotype","Species","Timepoint","measure"
"90","DL-4-22",0.600656963670867,"pH","4","DL","TP1","Photo"
"91","DL-4-22",0.600656963670867,"pH","4","DL","TP1","Photo"
"92","DL-4-23",0.495898599271784,"Control","4","DL","TP1","Photo"
"93","DL-4-3",0.754055912740493,"Control","4","DL","TP1","Photo"
"94","DL-4-3",0.754055912740493,"Control","4","DL","TP1","Photo"
"95","DL-4-4",0.495969535232391,"Control","4","DL","TP1","Photo"
"96","DL-4-4",0.495969535232391,"Control","4","DL","TP1","Photo"
"97","DL-5-18",0.327902494823415,"Control","5","DL","TP1","Photo"
"98","MD-1-10",0.139800453892321,"pH","1","MD","TP1","Photo"
"99","MD-1-10",0.139800453892321,"pH","1","MD","TP1","Photo"
"100","MD-1-13",0.226685064179512,"pH","1","MD","TP1","Photo"
"101","MD-1-14",0.180012891894348,"Control","1","MD","TP1","Photo"
"102","MD-1-15",-0.240451156993527,"Heat","1","MD","TP1","Photo"
"103","MD-1-15",-0.240451156993527,"Heat","1","MD","TP1","Photo"
"104","MD-1-15",0.0178396565978532,"Heat","1","MD","TP1","Photo"
"105","MD-1-15",0.0178396565978532,"Heat","1","MD","TP1","Photo"
"106","MD-1-17",0.218318516731133,"Heat","1","MD","TP1","Photo"
"107","MD-1-17",0.218318516731133,"Heat","1","MD","TP1","Photo"
"108","MD-1-17",0.218318516731133,"Heat","1","MD","TP1","Photo"
"109","MD-1-18",0.12346336498263,"pH","1","MD","TP1","Photo"
"110","MD-1-18",0.12346336498263,"pH","1","MD","TP1","Photo"
"111","MD-1-2",0.348458707514554,"Control","1","MD","TP1","Photo"
"112","MD-1-2",0.348458707514554,"Control","1","MD","TP1","Photo"
"113","MD-1-22",0.0782186494618862,"Heat","1","MD","TP1","Photo"
"114","MD-1-22",0.0782186494618862,"Heat","1","MD","TP1","Photo"
"115","MD-1-22",0.0782186494618862,"Heat","1","MD","TP1","Photo"
"116","MD-1-24",0.260485129046499,"Control","1","MD","TP1","Photo"
"117","MD-1-24",0.260485129046499,"Control","1","MD","TP1","Photo"
"118","MD-1-25",0.0633692584680159,"Control","1","MD","TP1","Photo"
"119","MD-1-3",-0.0146907920355596,"Control","1","MD","TP1","Photo"
"120","MD-1-3",-0.0146907920355596,"Control","1","MD","TP1","Photo"
"121","MD-1-4",0.34972246153846,"pH","1","MD","TP1","Photo"
"122","MD-1-6",0.277286252637836,"pH","1","MD","TP1","Photo"
"123","MD-1-6",0.277286252637836,"pH","1","MD","TP1","Photo"
"124","MD-1-6",0.277286252637836,"pH","1","MD","TP1","Photo"
"125","MD-1-7",0.257901973733583,"Control","1","MD","TP1","Photo"
"126","MD-1-8",0.159557308692262,"pH","1","MD","TP1","Photo"
"127","MD-1-9",1.4571161377385,"Control","1","MD","TP1","Photo"
"128","MD-2-10",0.291639565473161,"pH","2","MD","TP1","Photo"
"129","MD-2-10",0.291639565473161,"pH","2","MD","TP1","Photo"
"130","MD-2-14",-0.0217975495723805,"Heat","2","MD","TP1","Photo"
"131","MD-2-17",0.220723761734975,"pH","2","MD","TP1","Photo"
"132","MD-2-17",0.220723761734975,"pH","2","MD","TP1","Photo"
"133","MD-2-19",0.237512961266177,"Control","2","MD","TP1","Photo"
"134","MD-2-20",0.482210851692909,"pH","2","MD","TP1","Photo"
"135","MD-2-20",0.482210851692909,"pH","2","MD","TP1","Photo"
"136","MD-2-20",0.482210851692909,"pH","2","MD","TP1","Photo"
"137","MD-2-20",0.482210851692909,"pH","2","MD","TP1","Photo"
"138","MD-2-20",0.300371667576194,"pH","2","MD","TP1","Photo"
"139","MD-2-20",0.300371667576194,"pH","2","MD","TP1","Photo"
"140","MD-2-20",0.300371667576194,"pH","2","MD","TP1","Photo"
"141","MD-2-20",0.300371667576194,"pH","2","MD","TP1","Photo"
"142","MD-2-22",-0.115470045868094,"Control","2","MD","TP1","Photo"
"143","MD-2-22",-0.115470045868094,"Control","2","MD","TP1","Photo"
"144","MD-2-25",0.237998561787788,"pH","2","MD","TP1","Photo"
"145","MD-2-25",0.237998561787788,"pH","2","MD","TP1","Photo"
"146","MD-2-25",0.237998561787788,"pH","2","MD","TP1","Photo"
"147","MD-2-4",-0.201196961430102,"Heat","2","MD","TP1","Photo"
"148","MD-2-4",-0.201196961430102,"Heat","2","MD","TP1","Photo"
"149","MD-2-4",0.0570938521612782,"Heat","2","MD","TP1","Photo"
"150","MD-2-4",0.0570938521612782,"Heat","2","MD","TP1","Photo"
"151","MD-2-5",0.188963874818118,"Control","2","MD","TP1","Photo"
"152","MD-2-5",0.188963874818118,"Control","2","MD","TP1","Photo"
"153","MD-2-6",0.176811917381626,"Control","2","MD","TP1","Photo"
"154","MD-2-6",0.176811917381626,"Control","2","MD","TP1","Photo"
"155","MD-2-7",0.180195122160265,"Heat","2","MD","TP1","Photo"
"156","MD-2-9",0.645766397314236,"pH","2","MD","TP1","Photo"
"157","MD-4-1",0.219110251974712,"Control","4","MD","TP1","Photo"
"158","MD-4-1",0.219110251974712,"Control","4","MD","TP1","Photo"
"159","MD-4-10",0.331816596267361,"Control","4","MD","TP1","Photo"
"160","MD-4-10",0.331816596267361,"Control","4","MD","TP1","Photo"
"161","MD-4-11",0.26687868959368,"Heat","4","MD","TP1","Photo"
"162","MD-4-13",0.019898111144993,"Control","4","MD","TP1","Photo"
"163","MD-4-13",0.019898111144993,"Control","4","MD","TP1","Photo"
"164","MD-4-19",0.131394383056929,"Control","4","MD","TP1","Photo"
"165","MD-4-19",0.131394383056929,"Control","4","MD","TP1","Photo"
"166","MD-4-2",0.227844747016459,"Control","4","MD","TP1","Photo"
"167","MD-4-2",0.227844747016459,"Control","4","MD","TP1","Photo"
"168","MD-4-20",0.0978835615573885,"Control","4","MD","TP1","Photo"
"169","MD-4-21",0.16212505894105,"pH","4","MD","TP1","Photo"
"170","MD-4-22",0.222127935673703,"pH","4","MD","TP1","Photo"
"171","MD-4-22",0.222127935673703,"pH","4","MD","TP1","Photo"
"172","MD-4-24",0.075135186334085,"pH","4","MD","TP1","Photo"
"173","MD-4-25",0.0825286535428597,"pH","4","MD","TP1","Photo"
"174","MD-4-25",0.0825286535428597,"pH","4","MD","TP1","Photo"
"175","MD-4-26",0.0365279601421667,"Control","4","MD","TP1","Photo"
"176","MD-4-4",0.0248771836716867,"Heat","4","MD","TP1","Photo"
"177","MD-4-5",0.181819718346165,"pH","4","MD","TP1","Photo"
"178","MD-4-5",0.181819718346165,"pH","4","MD","TP1","Photo"
"179","MD-4-5",0.181819718346165,"pH","4","MD","TP1","Photo"
"180","MD-4-5",0.181819718346165,"pH","4","MD","TP1","Photo"
"181","MD-4-6",0.224653874124869,"Heat","4","MD","TP1","Photo"
"182","MD-4-7",0.0753932238878603,"Heat","4","MD","TP1","Photo"
"183","MD-4-9",0.273471174401697,"pH","4","MD","TP1","Photo"
"184","MD-5-1",0.328784321211555,"pH","5","MD","TP1","Photo"
"185","MD-5-11",0.0730593109103392,"Heat","5","MD","TP1","Photo"
"186","MD-5-11",0.0730593109103392,"Heat","5","MD","TP1","Photo"
"187","MD-5-11",0.0730593109103392,"Heat","5","MD","TP1","Photo"
"188","MD-5-13",0.136319392481953,"pH","5","MD","TP1","Photo"
"189","MD-5-14",0.495301024327778,"Control","5","MD","TP1","Photo"
"190","MD-5-14",0.495301024327778,"Control","5","MD","TP1","Photo"
"191","MD-5-15",0.363794020319309,"Heat","5","MD","TP1","Photo"
"192","MD-5-16",0.0911835282375313,"Heat","5","MD","TP1","Photo"
"193","MD-5-17",0.167309564912329,"pH","5","MD","TP1","Photo"
"194","MD-5-19",0.135304744351022,"Control","5","MD","TP1","Photo"
"195","MD-5-21",0.217950097651702,"Control","5","MD","TP1","Photo"
"196","MD-5-21",0.217950097651702,"Control","5","MD","TP1","Photo"
"197","MD-5-23",0.288734824585528,"pH","5","MD","TP1","Photo"
"198","MD-5-25",0.440304068736209,"pH","5","MD","TP1","Photo"
"199","MD-5-25",0.440304068736209,"pH","5","MD","TP1","Photo"
"200","MD-5-25",0.440304068736209,"pH","5","MD","TP1","Photo"
"201","MD-5-4",0.279534753861556,"Heat","5","MD","TP1","Photo"
"202","MD-5-6",0.228134968569219,"Control","5","MD","TP1","Photo"
"203","MD-5-7",0.113492452238037,"Heat","5","MD","TP1","Photo"
"204","MD-5-8",0.0530819008909615,"Heat","5","MD","TP1","Photo"
"205","MD-5-9",0.228317462250825,"Control","5","MD","TP1","Photo"
"206","MD-5-9",0.228317462250825,"Control","5","MD","TP1","Photo"
