"","fragment_ID","micromol.cm2.h","Treatment","Genotype","Species","Timepoint","measure"
"1","DL-1-10",0.420995185419638,"Control","1","DL","TP1","Photo"
"2","DL-1-10",0.420995185419638,"Control","1","DL","TP1","Photo"
"3","DL-1-14",0.262053987579144,"Control","1","DL","TP1","Photo"
"4","DL-1-15",0.576404955044958,"pH","1","DL","TP1","Photo"
"5","DL-1-16",0.378986540196639,"pH","1","DL","TP1","Photo"
"6","DL-1-18",0.363996292450027,"Heat","1","DL","TP1","Photo"
"7","DL-1-18",0.363996292450027,"Heat","1","DL","TP1","Photo"
"8","DL-1-18",0.363996292450027,"Heat","1","DL","TP1","Photo"
"9","DL-1-19",0.268666822491345,"Control","1","DL","TP1","Photo"
"10","DL-1-19",0.268666822491345,"Control","1","DL","TP1","Photo"
"11","DL-1-20",0.62207724635246,"Heat","1","DL","TP1","Photo"
"12","DL-1-21",0.725164970331884,"pH","1","DL","TP1","Photo"
"13","DL-1-21",0.725164970331884,"pH","1","DL","TP1","Photo"
"14","DL-1-21",0.725164970331884,"pH","1","DL","TP1","Photo"
"15","DL-1-21",0.725164970331884,"pH","1","DL","TP1","Photo"
"16","DL-1-21",0.543325786215169,"pH","1","DL","TP1","Photo"
"17","DL-1-21",0.543325786215169,"pH","1","DL","TP1","Photo"
"18","DL-1-21",0.543325786215169,"pH","1","DL","TP1","Photo"
"19","DL-1-21",0.543325786215169,"pH","1","DL","TP1","Photo"
"20","DL-1-4",0.226804548880118,"Control","1","DL","TP1","Photo"
"21","DL-1-6",0.282829746200012,"pH","1","DL","TP1","Photo"
"22","DL-1-9",0.306301126065309,"Heat","1","DL","TP1","Photo"
"23","DL-2-1",0.606753693642641,"pH","2","DL","TP1","Photo"
"24","DL-2-10",0.311832480687542,"Heat","2","DL","TP1","Photo"
"25","DL-2-10",0.311832480687542,"Heat","2","DL","TP1","Photo"
"26","DL-2-10",0.311832480687542,"Heat","2","DL","TP1","Photo"
"27","DL-2-11",0.46780850453893,"Control","2","DL","TP1","Photo"
"28","DL-2-11",0.46780850453893,"Control","2","DL","TP1","Photo"
"29","DL-2-13",0.345044350720857,"Heat","2","DL","TP1","Photo"
"30","DL-2-13",0.345044350720857,"Heat","2","DL","TP1","Photo"
"31","DL-2-14",0.651730679099744,"Control","2","DL","TP1","Photo"
"32","DL-2-14",0.651730679099744,"Control","2","DL","TP1","Photo"
"33","DL-2-15",0.793097686946445,"Heat","2","DL","TP1","Photo"
"34","DL-2-16",0.687140847132694,"pH","2","DL","TP1","Photo"
"35","DL-2-18",0.696879571542539,"Control","2","DL","TP1","Photo"
"36","DL-2-18",0.696879571542539,"Control","2","DL","TP1","Photo"
"37","DL-2-19",0.801548127241158,"pH","2","DL","TP1","Photo"
"38","DL-2-19",0.801548127241158,"pH","2","DL","TP1","Photo"
"39","DL-2-19",0.801548127241158,"pH","2","DL","TP1","Photo"
"40","DL-2-2",-0.0850016308616488,"Control","2","DL","TP1","Photo"
"41","DL-2-20",0.418568157299549,"pH","2","DL","TP1","Photo"
"42","DL-2-20",0.418568157299549,"pH","2","DL","TP1","Photo"
"43","DL-2-21",1.04109841379647,"pH","2","DL","TP1","Photo"
"44","DL-2-22",0.54871938014295,"Heat","2","DL","TP1","Photo"
"45","DL-2-22",0.54871938014295,"Heat","2","DL","TP1","Photo"
"46","DL-2-22",0.54871938014295,"Heat","2","DL","TP1","Photo"
"47","DL-2-26",0.493263466635659,"Control","2","DL","TP1","Photo"
"48","DL-2-26",0.493263466635659,"Control","2","DL","TP1","Photo"
"49","DL-2-3",0.534486920000792,"pH","2","DL","TP1","Photo"
"50","DL-2-3",0.534486920000792,"pH","2","DL","TP1","Photo"
"51","DL-2-4",0.559104171307708,"Control","2","DL","TP1","Photo"
"52","DL-2-7",0.41204001803648,"Heat","2","DL","TP1","Photo"
"53","DL-2-8",0.462708480864298,"pH","2","DL","TP1","Photo"
"54","DL-2-8",0.462708480864298,"pH","2","DL","TP1","Photo"
"55","DL-2-8",0.462708480864298,"pH","2","DL","TP1","Photo"
"56","DL-2-9",0.414844892380313,"Control","2","DL","TP1","Photo"
"57","DL-2-9",0.414844892380313,"Control","2","DL","TP1","Photo"
"58","DL-3-10",0.394369933068639,"Heat","3","DL","TP1","Photo"
"59","DL-3-10",0.394369933068639,"Heat","3","DL","TP1","Photo"
"60","DL-3-10",0.394369933068639,"Heat","3","DL","TP1","Photo"
"61","DL-3-11",0.547884391432752,"pH","3","DL","TP1","Photo"
"62","DL-3-11",0.547884391432752,"pH","3","DL","TP1","Photo"
"63","DL-3-14",0.356456148684949,"Control","3","DL","TP1","Photo"
"64","DL-3-16",0.691240694364471,"pH","3","DL","TP1","Photo"
"65","DL-3-16",0.691240694364471,"pH","3","DL","TP1","Photo"
"66","DL-3-16",0.691240694364471,"pH","3","DL","TP1","Photo"
"67","DL-3-17",0.505587839288745,"pH","3","DL","TP1","Photo"
"68","DL-3-17",0.505587839288745,"pH","3","DL","TP1","Photo"
"69","DL-3-22",0.344138748048484,"Heat","3","DL","TP1","Photo"
"70","DL-3-24",0.690430762414068,"Control","3","DL","TP1","Photo"
"71","DL-3-24",0.690430762414068,"Control","3","DL","TP1","Photo"
"72","DL-3-25",0.711971894392944,"pH","3","DL","TP1","Photo"
"73","DL-3-26",0.604483090274147,"Heat","3","DL","TP1","Photo"
"74","DL-3-4",0.567120949370023,"Control","3","DL","TP1","Photo"
"75","DL-3-9",0.512169104252617,"pH","3","DL","TP1","Photo"
"76","DL-4-1",1.12809494266141,"Control","4","DL","TP1","Photo"
"77","DL-4-1",1.12809494266141,"Control","4","DL","TP1","Photo"
"78","DL-4-12",0.977391141535616,"pH","4","DL","TP1","Photo"
"79","DL-4-17",1.71700175777162,"pH","4","DL","TP1","Photo"
"80","DL-4-17",1.71700175777162,"pH","4","DL","TP1","Photo"
"81","DL-4-17",1.71700175777162,"pH","4","DL","TP1","Photo"
"82","DL-4-17",1.71700175777162,"pH","4","DL","TP1","Photo"
"83","DL-4-17",1.53516257365491,"pH","4","DL","TP1","Photo"
"84","DL-4-17",1.53516257365491,"pH","4","DL","TP1","Photo"
"85","DL-4-17",1.53516257365491,"pH","4","DL","TP1","Photo"
"86","DL-4-17",1.53516257365491,"pH","4","DL","TP1","Photo"
"87","DL-4-18",0.81056920839676,"Control","4","DL","TP1","Photo"
"88","DL-4-18",0.81056920839676,"Control","4","DL","TP1","Photo"
"89","DL-4-2",0.0910949286208178,"Control","4","DL","TP1","Photo"
