"","sample.id","micromol.cm2.h","Treatment","Genotype","Species","Timepoint","measure"
"1","DL-1-1",-0.217024245467849,"pH","1","DL","Week3","Resp"
"2","DL-1-10",-0.31395003005256,"Control","1","DL","Week3","Resp"
"3","DL-1-12",0.0156904754517529,"Control","1","DL","Week3","Resp"
"4","DL-1-12",0.015042073748348,"Control","1","DL","Week3","Resp"
"5","DL-1-12",-0.240109067056909,"Control","1","DL","Week3","Resp"
"6","DL-1-12",-0.240757468760314,"Control","1","DL","Week3","Resp"
"7","DL-1-13",-0.273762994131113,"pH","1","DL","Week3","Resp"
"8","DL-1-15",-0.235335571204235,"pH","1","DL","Week3","Resp"
"9","DL-1-17",-0.177647796377235,"pH","1","DL","Week3","Resp"
"10","DL-1-18",-0.229833118580596,"Heat","1","DL","Week3","Resp"
"11","DL-1-19",-0.393707002560455,"Control","1","DL","Week3","Resp"
"12","DL-1-21",-0.23283017417065,"pH","1","DL","Week3","Resp"
"13","DL-1-22",-0.170803247781539,"pH","1","DL","Week3","Resp"
"14","DL-1-23",-0.210031714623198,"Heat","1","DL","Week3","Resp"
"15","DL-1-24",-0.187538705258392,"Control","1","DL","Week3","Resp"
"16","DL-1-3",-0.296142188653629,"Heat","1","DL","Week3","Resp"
"17","DL-1-3",-0.265171958262268,"Heat","1","DL","Week3","Resp"
"18","DL-1-3",-0.394559121298859,"Heat","1","DL","Week3","Resp"
"19","DL-1-3",-0.363588890907498,"Heat","1","DL","Week3","Resp"
"20","DL-1-7",-0.125048105581659,"Control","1","DL","Week3","Resp"
"21","DL-1-8",-0.38032512600686,"Control","1","DL","Week3","Resp"
"22","DL-1-9",-0.265775885769117,"Heat","1","DL","Week3","Resp"
"23","DL-2-10",-0.396485826845873,"Heat","2","DL","Week3","Resp"
"24","DL-2-11",-0.299505126425996,"Control","2","DL","Week3","Resp"
"25","DL-2-12",-0.195400458455518,"Heat","2","DL","Week3","Resp"
"26","DL-2-14",-0.221574243316443,"Control","2","DL","Week3","Resp"
"27","DL-2-15",-0.205330316120765,"Heat","2","DL","Week3","Resp"
"28","DL-2-18",-0.494389092903796,"Control","2","DL","Week3","Resp"
"29","DL-2-19",0.0388902181839902,"pH","2","DL","Week3","Resp"
"30","DL-2-20",-0.153201886632113,"pH","2","DL","Week3","Resp"
"31","DL-2-21",-0.18017501566475,"pH","2","DL","Week3","Resp"
"32","DL-2-22",-0.329243715749087,"Heat","2","DL","Week3","Resp"
"33","DL-2-22",-0.275110116322992,"Heat","2","DL","Week3","Resp"
"34","DL-2-22",-0.344146421724226,"Heat","2","DL","Week3","Resp"
"35","DL-2-22",-0.290012822298131,"Heat","2","DL","Week3","Resp"
"36","DL-2-23",-0.247462674870406,"Heat","2","DL","Week3","Resp"
"37","DL-2-25",-0.546763398788524,"Control","2","DL","Week3","Resp"
"38","DL-2-26",-0.355725436141514,"Control","2","DL","Week3","Resp"
"39","DL-2-3",-0.149449380047762,"pH","2","DL","Week3","Resp"
"40","DL-2-5",-0.282358291433655,"pH","2","DL","Week3","Resp"
"41","DL-2-8",-0.106075443333978,"pH","2","DL","Week3","Resp"
"42","DL-2-9",-0.388879021914901,"Control","2","DL","Week3","Resp"
"43","DL-3-10",-0.254370175097156,"Heat","3","DL","Week3","Resp"
"44","DL-3-11",-0.265472826486907,"pH","3","DL","Week3","Resp"
"45","DL-3-12",-0.357508358903639,"pH","3","DL","Week3","Resp"
"46","DL-3-13",-0.282740089497932,"Heat","3","DL","Week3","Resp"
"47","DL-3-15",0.0995006875666839,"Control","3","DL","Week3","Resp"
"48","DL-3-16",-0.154112431059005,"pH","3","DL","Week3","Resp"
"49","DL-3-17",-0.203333892753359,"pH","3","DL","Week3","Resp"
"50","DL-3-18",-0.400169446615396,"pH","3","DL","Week3","Resp"
"51","DL-3-19",-0.15713481091931,"Control","3","DL","Week3","Resp"
"52","DL-3-2",-0.272969495094504,"Heat","3","DL","Week3","Resp"
"53","DL-3-24",-0.166884139321513,"Control","3","DL","Week3","Resp"
"54","DL-3-25",-0.271708493650181,"pH","3","DL","Week3","Resp"
"55","DL-3-26",-0.373360637911821,"Heat","3","DL","Week3","Resp"
"56","DL-3-5",-0.223154597332632,"Heat","3","DL","Week3","Resp"
"57","DL-3-6",-0.522296016021019,"Control","3","DL","Week3","Resp"
"58","DL-4-1",-0.417882752838602,"Control","4","DL","Week3","Resp"
"59","DL-4-11",-0.261474563460349,"pH","4","DL","Week3","Resp"
"60","DL-4-13",-0.170584539555233,"Heat","4","DL","Week3","Resp"
"61","DL-4-14",-0.316703861891882,"pH","4","DL","Week3","Resp"
"62","DL-4-16",-0.252897919166866,"Heat","4","DL","Week3","Resp"
"63","DL-4-17",-0.326921462377632,"pH","4","DL","Week3","Resp"
"64","DL-4-18",-0.211767724400896,"Control","4","DL","Week3","Resp"
"65","DL-4-19",-0.287718771982935,"Heat","4","DL","Week3","Resp"
"66","DL-4-20",-0.462666588442183,"Heat","4","DL","Week3","Resp"
"67","DL-4-21",-0.298493781299225,"Control","4","DL","Week3","Resp"
"68","DL-4-22",-0.438222329147486,"pH","4","DL","Week3","Resp"
"69","DL-4-24",-0.160612784218856,"pH","4","DL","Week3","Resp"
"70","DL-4-26",-0.346012586376071,"pH","4","DL","Week3","Resp"
"71","DL-4-3",-0.280706383231346,"Control","4","DL","Week3","Resp"
"72","DL-4-4",-0.38656928115122,"Control","4","DL","Week3","Resp"
"73","DL-4-7",-0.400318194260487,"Control","4","DL","Week3","Resp"
"74","DL-4-9",-0.335515126976877,"Heat","4","DL","Week3","Resp"
"75","MD-1-10",-0.153950471909679,"pH","1","MD","Week3","Resp"
"76","MD-1-11",-0.295721359831221,"pH","1","MD","Week3","Resp"
"77","MD-1-12",-0.329282010231951,"Heat","1","MD","Week3","Resp"
"78","MD-1-12",-0.276676564406195,"Heat","1","MD","Week3","Resp"
"79","MD-1-13",-0.247640109624112,"pH","1","MD","Week3","Resp"
"80","MD-1-15",-0.374379953749868,"Heat","1","MD","Week3","Resp"
"81","MD-1-16",-0.17453177672519,"Heat","1","MD","Week3","Resp"
"82","MD-1-17",-0.583587173234101,"Heat","1","MD","Week3","Resp"
"83","MD-1-18",-0.0993803221989112,"pH","1","MD","Week3","Resp"
"84","MD-1-19",-0.254013344274269,"Control","1","MD","Week3","Resp"
"85","MD-1-2",-0.176408126905555,"Control","1","MD","Week3","Resp"
"86","MD-1-20",-0.239994338540444,"pH","1","MD","Week3","Resp"
"87","MD-1-21",-0.262645491452448,"Heat","1","MD","Week3","Resp"
"88","MD-1-22",-0.149595128360897,"Heat","1","MD","Week3","Resp"
"89","MD-1-24",-0.214255224425861,"Control","1","MD","Week3","Resp"
"90","MD-1-3",-0.46970186840852,"Control","1","MD","Week3","Resp"
"91","MD-1-5",-0.193625713425421,"Heat","1","MD","Week3","Resp"
"92","MD-1-6",-0.297549986663853,"pH","1","MD","Week3","Resp"
"93","MD-2-1",-0.293250005660008,"Heat","2","MD","Week3","Resp"
"94","MD-2-10",-0.171796488915431,"pH","2","MD","Week3","Resp"
"95","MD-2-12",-0.175809137722762,"Heat","2","MD","Week3","Resp"
"96","MD-2-15",-0.232622952486588,"Control","2","MD","Week3","Resp"
"97","MD-2-17",-0.291657786370633,"pH","2","MD","Week3","Resp"
"98","MD-2-20",-0.0790383867975306,"pH","2","MD","Week3","Resp"
"99","MD-2-22",-0.448516726236452,"Control","2","MD","Week3","Resp"
"100","MD-2-23",-0.170498368740496,"pH","2","MD","Week3","Resp"
"101","MD-2-23",-0.180678035452316,"pH","2","MD","Week3","Resp"
"102","MD-2-23",-0.172070695897535,"pH","2","MD","Week3","Resp"
"103","MD-2-23",-0.182250362609356,"pH","2","MD","Week3","Resp"
"104","MD-2-24",-0.210204554838288,"Control","2","MD","Week3","Resp"
"105","MD-2-25",-0.236980218519211,"pH","2","MD","Week3","Resp"
"106","MD-2-3",-0.337561675999223,"Heat","2","MD","Week3","Resp"
"107","MD-2-4",-0.248030504967229,"Heat","2","MD","Week3","Resp"
"108","MD-2-5",-0.332447063586445,"Control","2","MD","Week3","Resp"
"109","MD-2-6",-0.366036594109817,"Control","2","MD","Week3","Resp"
"110","MD-2-8",-0.277955321535032,"Control","2","MD","Week3","Resp"
"111","MD-4-1",-0.93804601199083,"Control","4","MD","Week3","Resp"
"112","MD-4-10",-0.144351556628751,"Control","4","MD","Week3","Resp"
"113","MD-4-11",-0.275140417942691,"Heat","4","MD","Week3","Resp"
"114","MD-4-13",-0.386019312159498,"Control","4","MD","Week3","Resp"
"115","MD-4-15",-0.248878270568898,"pH","4","MD","Week3","Resp"
"116","MD-4-17",-0.448575736063098,"Control","4","MD","Week3","Resp"
"117","MD-4-18",-0.234555766226209,"Heat","4","MD","Week3","Resp"
"118","MD-4-19",-0.139212580195151,"Control","4","MD","Week3","Resp"
"119","MD-4-2",-0.207395772637662,"Control","4","MD","Week3","Resp"
"120","MD-4-22",-0.0848889231702787,"pH","4","MD","Week3","Resp"
"121","MD-4-23",-0.316635264077842,"Heat","4","MD","Week3","Resp"
"122","MD-4-25",-0.421846671925031,"pH","4","MD","Week3","Resp"
"123","MD-4-4",-0.802535358184177,"Heat","4","MD","Week3","Resp"
"124","MD-4-5",-0.140439858220389,"pH","4","MD","Week3","Resp"
"125","MD-4-6",-0.410986667391899,"Heat","4","MD","Week3","Resp"
"126","MD-4-7",-0.312737230690597,"Heat","4","MD","Week3","Resp"
"127","MD-4-9",-0.305628449308297,"pH","4","MD","Week3","Resp"
"128","MD-5-10",-0.221643998522841,"Heat","5","MD","Week3","Resp"
"129","MD-5-11",-0.385443625255962,"Heat","5","MD","Week3","Resp"
"130","MD-5-14",-0.978951284394039,"Control","5","MD","Week3","Resp"
"131","MD-5-15",-0.287055215293935,"Heat","5","MD","Week3","Resp"
"132","MD-5-16",-0.199491067764444,"Heat","5","MD","Week3","Resp"
"133","MD-5-20",-0.18953370649665,"Heat","5","MD","Week3","Resp"
"134","MD-5-21",-0.24223977218075,"Control","5","MD","Week3","Resp"
"135","MD-5-22",-0.132444686258906,"pH","5","MD","Week3","Resp"
"136","MD-5-24",-0.159639157571152,"Control","5","MD","Week3","Resp"
"137","MD-5-25",-0.103042888516581,"pH","5","MD","Week3","Resp"
"138","MD-5-26",-0.255334503682481,"pH","5","MD","Week3","Resp"
"139","MD-5-5",-0.355037959386301,"Control","5","MD","Week3","Resp"
"140","MD-5-8",-0.25270265411559,"Heat","5","MD","Week3","Resp"
"141","MD-5-9",-0.190096808038443,"Control","5","MD","Week3","Resp"
